star_score,reviews
3,여긴 늘 손님들이 줄을 서서 먹는 곳이라 가보고싶었는데 지난 주말에 다녀오게 됬어요 탕수육 짜장면 짬뽕 이렇게 골고루 주문해서 먹었는데 탕수육 소스가 달달한게 바삭한 튀김이랑 잘 어울렸어요 짜장면도 맛있었지만 개인적으로는 해물이 듬뿍들어가 있는 짬뽕이 더 마음에 들었네요
3,강아지가 전용메뉴를 정말 좋아하더라구요 제가 먹어봐도 맛있었어요
1,불친절합니다 돈까스 먹는데 느끼해서 짬뽕국물 조금만 달라니까안줍니다 결국 돈까스도 남기고 기분 상해서 다시는 안갈거임
3,년대에 생긴 역사가 오래된 양주시의 중국집 훌륭한거 같네요
3,깐풍기 탕수육 등이 훌륭했던거 같아요 년 전통 
3,짬뽕 좋았었음 장흥 가면 들리세요
3,깐풍새우 양장피 팔보채 군만두 유산슬 만족스러웠었음
3,완전 천연재료를 써서 만드는 피자가 특징인곳 근데 어쩜 맛은 이리 맛있는지
3,매운탕에 국수를 넣어먹는 독특한맛집 칼칼하고 매운맛이 돋보이던 곳
3,좋은 맛이었던 거 같다
4,년 전토의 중국집 양주에서 유명한 곳 가볼만햇다
3,뜃들도 있어서 식사후 차 한잔 하거나 걷기 좋더라구요 생선구이 드시러 가보세요
3,생선구이로 유명한집 여기 되게 플레이팅이 이쁘고 그릇도 완전 이쁨 먹을때 더 맛있게 느껴지는거 같아요
3,고추잡채 깐풍기 탕수육 등이 먹을만한 것 같네요
3,피자뿐만 아니라 떡복이로 만든 파스타랑 피자돈가스등 다른 메뉴도 다양합니다
3,합성재료를 전혀 쓰지 않는다고 하네요 더 건강하게 먹을수 있는거 같아요
3,제일 덜맵게먹어도 땀뻘뻘흘리면서 먹게됩니다  중독성있는게 한달에한번 꼬박생각날듯 
3,매운탕속에 생선못지않게 수제비와 국수도 듬뿍있음 얼큰하고 약간걸쭉한맛이 매력적이에요
3,전복 능이 한방오리 대체로 맛나겠어요
3,그런대로 맛있었고요
3,밥을 가마솥에 장작불때어 지었다고 하더라구요 어쩐지 밥맛이 진짜 대박이였어요 
3,진흥관 짬뽕으로 장흥에서는 유명한데요 괜찮었어요
3,매운탕 가격치곤 꽤 높다생각했는데 먹어보니 그만한 값어치에요 진짜맛있었어요
3,짬뽕 좋구요 요동네에서는 소문난 집입니다
4,진흥관 짬뽕 좋았던 편이네요 추천합니다
3,여기 노래방이랑 족구 시설도 있다고 하던데 그래서 단체모임하기도 좋다그러더라구요 가격도 괜찮구요
4,추천해요 년 이상된 중국집입니다
3,기본찬으롴돼지껍데기는또첨먹어보넼은근별미가많았던기억이남
3,진짜 먹고싶을만했다
4,짬뽕 맛있구요 꼭 드셔 보시길
3,모듬생선구이를 시키면 각종 생선구이가 나오는데 정말 짱임 생선구이 좋아하시는 여긴천국
3,참게장백반 대애애애박 참게장 맛이 진짜 훌륭하네요 밥도 뭔가 되게 맛있고
3,진짜 또 가고 싶은 맘이에요
5,가격도저렴하고맛도 정말최고인것같아요 직원도 너무친절하더라구요 왼쪽팔에문신있는여성직원 너무친절하셔서 좋았어요 주년기념 이라고집에가려는데불고기를싸주시더라고요 정말 최고었습니다 맛집강추입니다
4,대체로 음식이 괜찬나요 맛나겠음
3,훌륭했던 편이에요 진흥관 짬뽕으로 장흥에서는 유명
3,맘에 들었구요
3,짬뽕 괜찮았어요 장흥 맛집
3,추천할만햇던 것 같구요
3,또 갈려고요
4,진흥관 짬뽕 입맛에 맞았음
3,먹을만했습니다
3,진짜 먹을만한 편이에요
4,장흥 근처에서는 갈만해요
4,중국음식으로 여기 추천할만했어요
3,진짜 갈만했구요
3,맘에 들었다
3,괜찮었어요
3,진흥관 짬뽕이 깔끔해요
3,갈만했었음
4,가격이 저렴해서 사람들이 많이 찾는 곳으로 상차림비가 있지만 기본 찬도 깔끔하게 잘 나와요
3,스파게티 아주 깔끔한 거 같다
3,진흙구이 깔끔할 것 같아요
3,순대모듬 입맛에 맞았음
3,그럭저럭 입맛에 맞았던 편이네요
3,정말 맘에 들었던거 같아요
3,또 가고싶은 편이에요
5,돼지갈비만 먹다가 소갈비 먹으니까 신세계네요
4,외국인 친구가 집에 놀러와서 간곳 친구도 나도 만족스런 식사였음
5,친절한 직원분들과 알찬 갈비구이 까지  맘에 드네요 여기
3,먹을만했던거 같습니당
4,메뉴가 많지 않아서 더 좋아요 원래 맛집은 몇 가지 요리로만 승부를 보잖아요 친절하고 양도 많고 비빔막국수는 새콤한게 입가심으로 딱
3,만두가 담백하고 속이 꽉 차있어서 전골 국물이 굉장히 시원함 그 다음엔 메밀 칼국수로 마무리하면 밥을 제대로 때린것
5,엄선한 질 좋은 고기를 년 전통 레시피에 따라 한 치의 오차 없이 맛있게 양념 했다고 하네요
5,수육 잡내가 하나도 안나요  백김치에 싸서 무말랭이랑 먹는데 너무 끝내줘서 미간이 다 찌푸려지는 맛
5,서비스로 나오는 건 쫄깃한 메밀부침개가 다 해머금 얇고 바삭하고 
4,또가고 싶어지는 그런 곳이네요
3,진짜 먹을만 했던 것 같구요
5,의정부에서 멀지않은 곳에 있는데 도시에서 먹는 장어보다 훨씬 느낌있어요  그리고 여기 김치가 너무 맛있어서 포장해가고싶을 정도 였어요 저녁엔 사람이 많아서 사장님께서 잘 챙겨주시질 못하시더라구요 그래도 맛있으니까 만죡
3,맘에 드는 편이네요
4,장소가 좀 열악하긴 한데 놀러와서 먹는 느낌 비올때먹으면 더 좋아요 
4,식당이 크고 넓은 곳으로 평양냉면 하면 생각 나는 곳
3,대체로 깔끔했습니다
3,정말 또 가고 싶당
3,추천할만했던거 같다
3,동치미국수 정말 먹고싶을만했구요
3,갈만했다
4,가격대비 괜찮은 곳이라고 생각해요
5,전에 고기먹어서 이번에는 갈비탕먹었는데 담백하고 맛있네용
3,맛있었었던 거 같구요
3,그럭저럭 훌륭한 것 같아요
4,밑반찬도 깔끔하고 숯불향도 좋고 소스도 자극적이지 않아서 좋았음
3,돼지떡갈비 깔끔했었던 편이에요
2,숯불닭갈비엔 그닥 맞지않았던 기본반찬들 닭갈비 맛이나 직원도 친절바깥경치는 좋았지만 플랜카드에적힌 인정식 원은 점심특선이라며인저녁을 먹은 우리에겐 너무나 터무니 없었던 가격덕에 기분좋게 먹고도 찜찜한 닭한마리에만원
4,숯불에 고기를 올려서 굽기 때문에 숯불향이 솔솔하네요 
5,직원분들이 미리미리 준비하시고 계시다가 고기를 숯불에 올려서 구워주세요
3,두부보쌈 추천할만한 것 같구요
4,고기가 구워질때 스며든 양면이 바짝 익기 전에 베어서 부드러움속에 양념 잘 베어있어서 맛있었음
4,직원분께서 고기 잘라주시자마자 폭풍 흡입한것같아요
5,갈비 한점먹으면 맛있고 부드럽고 입에서 녹아요잉
5,그전 먹었던 갈비들과 비교했을때 월등히 맛있네요
3,모둠생선구이 만족했습니다
3,갈만했던거 같아요
3,그냥 가볼만했던거 같네요
3,맘에 들어요
3,도토리토속보쌈 만족했던거 같아요
3,버섯전골 아주 괜찮습니다
3,그럭저럭 만족할만한 편입니다
3,버섯전골 입맛에 맞았던 편이에요
3,좋은 맛
3,연잎오리진흙구이 진짜 훌륭한 것 같아요
3,무난한 맛
3,맘에 들었었어요
3,가볼만한 편이에요
3,돈까스 그냥 먹을만했습니다
3,그런대로 맛있었었던 거 같구요
3,전복 능이 백숙 진짜 좋은거 같아요
3,깔끔한 편이에요
3,버섯전골 좋은거 같아요
3,대체로 훌륭한 편이네요
4,북유럽 같은 독특하고 모던한 인테리어가 눈에 들어왔어요 소금대신 해산물 짠맛으로 간을하시고 설탕대신 과일이랑 결정과당 사용하신대요 그리고 휘바 안에 농장에서 수확한 채소로 조리한다고 하시더라구요
3,두부보쌈 정말 좋았었음
3,돼지목살스테이크 맘에 드는 편이네요
3,또 가고 싶습니당
4,주차장자리도 많고 맛도 좋았던 곳이였어요
3,또 가고 싶습니당
4,집근처여서 지나 다니다가 자주 봐오던 곳이라 금방 찾아던것 같아
3,추천할만한 것 같다
5,신관이랑 구관이있는데 사람이 진짜 많나보다아
5,갈비는 인분에 대가 나오는데 양이 많아요 갈비살은 도라지랑 같이 구워 먹는데  진짜 맛있어요
3,추천할만했음
3,여긴 정말 강추입니다
5,신선한 한우육회에 배랑 무순이랑 같이 한입 먹으니까 정말 행복했어요
4,여기 밑반찬 너무 맘에 들어요  특히나 해초 샐러드 겨자 소스에 머무려 주는데 짱맛
5,갈비에 저민 소스도 달짝지근해서 잘 베어있어 맛있었음
5,부추전에 밀가루가 거의 보이지 않을만큼 여태먹던 부추전과는 확연히 달랐어요 부추국수도 맛있고 가격도 저렴하고
3,그럭저럭 먹을만했던 편이에요
5,갈비먹고 된장찌개먹고 냉면먹고 먹방찍은날임
3,칼국수 그럭저럭 먹을만 했던 것 같구요
3,훈제오리호박구이 진짜 깔끔합니다
4,가격대비 괜찮았어요
5,숯불에 구운 고기맛이 최고네요 서비스 또한 좋구요
3,여긴 정말 포기할수 없는 맛집이에요
3,돼지목살스테이크 맛있는 편이네요
3,가볼만했던 것 같아요
3,두부전골 맘에 든 것 같아요
3,진짜 또 가고 싶은 것 같아요
4,본점과 다르게 여기는 숯불에 고기를 구워서 먹을수 있어서 좋았음
3,부추전 정말 맘에 들음
3,맘에 들었다
4,갈비탕 좋다
3,비빔국수 대체로 깔끔하다
4,고기를 구워주시고 반찬이 떨어지면 그때그때 마다 바로 가져다주세요 직원분들이 친절하셔서 좋았어요
4,여기는 서비스가 이때까지 가본 고깃집 중에서 가장 맘에 들었음
3,여러모로 좋아요
3,정말 먹고싶었음
3,해물칼국시 먹을만 했던거 같다
3,추천할만한거 같구요
3,샐러드 맘에 들었어요
3,진짜 갈만했었어요
3,입맛에 맞는 것 같네요
4,갈비탕 진짜 맛있다는데요
3,두부보쌈 괜찮았던 편이에용
5,힐링캠프 윤여정씨 편 촬영장소라고 하네요 신식 한옥건물이 진짜로 멋지고 마음에 들었습니다 기대하고 가긴 했는데 진짜로 생각외로 엄청 컸어요 
5,데이트코스로 좋은것 같습니다 층 테라스나 층 왠지 리조트에 온 것 같은 분위기라서 건물도 굉장히 맘에 들었어요 자연경관이 진짜로 너무 멋있었던 카페였어요
5,비빔막국수 먹었는데 진짜 맛있었어요 그리고 떡만두국 안에 만두모양 특이해서 인상깊었음 
4,갈비탕 대체로 맛있는 편이에용
3,오래오래 생각나는 맛입니다
3,가볼만했엇어요
3,그냥 무난무난해요
2,도토리만두 맛나겠어요
3,토종닭한방백숙 맘에 들었었어요
3,아주 만족스러워요
4,훌륭했었음
4,닭백숙 오리백숙 여러모로 괜찮았습니다
4,너도 나도 우리 모두 가보고 싶어할 만한 곳입니다
3,맛있었었던 것 같구요
4,갈비탕 먹고싶을만했었음
3,나쁘지는 않지만 맛집 까지는 아닌듯
3,깔끔한 것 같네요
3,친구들이 맛있다고 추천해서 가봤는데 가격도 적당하고 괜찮았어요 추천
3,여러모로 괜찮았음
3,평타는 쳐요
3,갈데 없으면 가보셈
3,부추전 먹을만했던거 같습니당
4,좋았던 것 같다
3,여러모로 괜찮았음
3,동네에 있어서 가끔 가요
4,여럿이 같이 갔는데 반응이 나뉘더라구요
3,격하게 아끼는 곳
4,꽤 괜찮았습니다
4,아주 좋았다
4,간만에 모인 식구들 하궁 송추 가마골에 욌어욤  얼른얼른 익어랑 향기 넘 좋다잉  감사히 잘 먹겠습니다 
4,가마골갈비 그런대로 맛있다는데요
3,그냥 갈만했었구요
3,괜찮은 것 같다
3,깔끔했던 편이에요
3,대체로 깔끔했음
3,좋았던 편이에요
3,리코타치즈와 가지구이를 얹은 샐러드 맛있었던 편이네요
3,맘에 들어요
4,훌륭한거 같아요
4,괜찮았어요
3,진짜 먹고싶어요
3,좋구요
3,나름 미식가인 제 입맛도 사로잡은 맛집
4,가볼만햇구요
4,리코타치즈와 가지구이를 얹은 샐러드 정말 깔끔한 거 같다
3,최근 다녀온 식당중에 제일 마음에 들어요
3,정말 또 가고 싶구요
3,그냥 그래요
3,부모님 모시고 가려구요 맛있어요
3,조만간 또 갈거에요
3,조만간 또 갈거에요
3,생각보다는 별로였지만 그래도 나쁘지는 않았음
3,꼭 한번쯤은 가봐야 하는 맛집 힝
3,위쿵하는 맛
3,가격도 적당하고 푸짐해서 기분좋게 다녀왔어요
3,배불리 잘먹고왔어요
4,일주일에 세번 이상 먹어도 안질릴것 같아요
4,추천할만했던거 같구요
4,갈비탕 대체로 만족스러운 편이네요
4,괜춘하다능
4,우연히 알게된 집인데 이렇게 맛있을줄이야 조아조아
3,꽤 훌륭했었음
3,일주일에 세번 이상 먹어도 안질릴것 같아요
3,나쁘진 않아요
3,대체적으로 괜찮네요 깔끔한 편이에요
3,아주 좋은 맛이었던 것 같네요
3,정말 깔끔한 편이에요
4,친구가 추천해서 갔는데 그냥 평범한 맛이더군요
4,설명하기 어려운 환상적인 맛
3,맛도 그럭저럭 가격도 그럭저럭
3,소개받고 왔는데 맛있어요
4,내장탕도 
4,양갈비스테이크
3,싱싱하고 맛있음
3,가성비 굿 갈때마다 사람이 많아요
5,족발 얼음막걸리 하면 여기 만한곳없어용
4,매장이 깔끔하고 맛도 좋아요 
4,자주가는 곳이에요  맛있음 애기 먹을수 있게 돈까스도 있어요
1,겨울에 방문을 하니 사람들이 많아서 고객대기실에서 기다리라는데 대기실 온도가 영하도 추워서 덜덜떨다가 주인한테 대기실 춥다니까 원래그런다고 밖에서 기다리라고해서 너무 불쾌했어요 사장 마인드가 쓰레기네요
3,잘 먹었습니다
5,맛있어요 다음에 또 번창하세요
4,근처에선 젤 맛있는 냉면집 겨울엔 온면도 팔아요
5,제가 들려 보았는데 업종 구분이 이 틀리게 나와 있습니다 한국음식  삼겹살목살  한국음식  소갈비돼지갈비한우  확인하시고 수정부탁드립니다
3,맛이 다른 중국집과 차별되어 있는 맛이에요 불맛나고 개인적으론 맛있게 먹었습니다
1,친절하지는않아요 맛은 보통정도
4,상당한순대국맛집입니다순대국못드시는 어머니도 냄새도안나서잘드시네요
1,음여길
1,마구리탕 절대 다신안감
5,크리스마스이브에 거기서일하는직원들 기분오지게 나쁜상태로 밥먹다 체하겠음 다시는안가고싶다 리뷰남기려일부러회원가입까지했음 동두천지행점 모모스테이크
1,여기 좃나 개쓰레기집임  갈비탕이 아니라 마구리탕임  마구리랑 갈비랑 가격차이가 배 차이나는데  그걸 갈비탕이라 파는곳임 그냥 간단하게 말해서 삼겹살을 소고기라고 우겨서 파는거랑 같다고 보면됨 양심 줫나 없네
3,매장은 엄청커요 단체로 먹기엔 좋네요 맛은 명품갈비 칠레산 원 국산 원  이상으로 되어있네요 칠레산은 좀 돼지 냄새가 납니다국산은 안먹어 봤네요 맛은 보통 고기는 부드러운 편이네요
1,몇년전에 방문했는데 돌아가신 할머니께서 입맛이 없으셔서 밑반찬중에 게장을 그나마 잘드셔서 게장 한번 리필 시키려고 주문했는데 게장 없다고 하던데 서빙 하시던분인데 누군진 모르겠지만 몇년전 일이지만 싸가지 겁나 없음 그때 부모님들도 이집 겁나 욕했는데 배때지 불렀다고 게장 한번 주는게 어려울까 아니면 추가주문할때 게장은 돈을 받던지 사람 기분 나쁘게 없다고 말투도 겁나싸가지 없게하던데 장사 그딴식으로 하면 안됩니다 아니 직원교육 그딴식으로 시키면 안됩니다 기본 예절이 안된건지 못배운건지 인성이 안좋은건지 모르겠지만
5,맛있어요 반찬도 많이 나오고 몇가지만 짜고 다른반찬들은 괜찮아요양도 작진 않고 쌈은 직접 키우시는듯 합니다
3,나쁘지않음
5,경기북부짬뽕 제가 살면서먹어본 짬뽕중에 제일맛있는짬뽕이라고생각해요 김민석의마늘콩짜장 아진짜 강력추천합니다
2,그냥그럼
3,잘 먹었습니다
5,찌게 각종 소세지 햄등 내용물 넉넉 실합니다 국물은 간마늘 듬뿍이라 칼칼 시원 쑥갖등 각종야채가 한번 더 깔끔 깜끔한 부대찌게로는 일등 첨 보는 볶음은 담 기회에
3,베이컨 기름에 두부랑 감자 다 튀기듯 구워먹는게 안맛있을 수가 없는 조합
2,에이드가 맛있더라구요 패션후르츠에이드 먹었는데 상큼하니 맛있었어요
3,차 없으면 가기 힘들어도 갔다오면 힐링 되는 곳
3,소요산 등산하고 들리기 좋은 곳
3,아담하고 귀여운 내부랑 싱싱한 과일로 만든 타르트 다 좋았습니다
3,가성비 좋은 스테이크 친구랑 종종갑니당
2,칼국수 삼계탕 괜찮군요
3,솥뚜껑에 베이컨이랑 각종 소세지 햄 감자 다 구워먹는데 정말 독특했어요 무생채 덕에 안느끼하게 맛있게 먹을 수 있는 것 같아요
2,가볼만합니다
2,삼계탕이 칼칼하니 먹을만해요
2,칼국수 면이 쫄깃쫄깃 만족합니다
2,도토리묵에 막걸리 훌룡합니다
3,맛있는 파전
3,너무 좋아요  엄마 밥 먹는듯
3,갈비가 부들부들 오리고기도 먹을 수 있어 좋아요
3,우와또 먹고싶다
3,여기 갈비가 짱인듯
2,가족모임때 꼭 가는 곳이에요 깔끔하고 쾌적한 분위기로 굿
2,전 갈비탕만 먹었는데 그냥 별루였어요 담에 떡갈비 먹고 다시 리뷰 등록할게요
4,재방문 의사 있음
2,수육이 도톰하게 나와서 씹는 식감도 좋고 육즙도 좋네요  굳굳
3,부모님이랑 예전부터 다닌 식당이에요 늘 한결같은 맛의 모듬전골과 설렁탕 최고
3,뽀얗고 진한 국물을 좋아하는데 이집 설렁탕 국물이 딱 그렇습니다
3,설렁탕 국물이 정말 진합니다 함께나오는 깍두기도 맛이 좋구요
5,여기는원레맛있네요
2,국물요리를 좋아하지 안흔 편인데 간도 딱 적당하고 맛이 좋네요
5,여기 잇어요 어제 갓다왓어요 다만 주인이 바뀌엇는지소고기를 안파네요
4,분위기는좋으나 고기맛은 그닥 사이드로나오는 샐러드랑 감자가 더 맛남 가성비생각해선 한번쯤 가볼만한곳
5,부대찌개말고 꼭 부대볶음을 먹어야 함 소세지양차이가 암튼 정말 맛있는집
5,쭈꾸미도 실하니 맛나고 반찬으로 나오는 간장새우랑 양념꽃게장도 굿굿 특히나 주인아주머니와 일하시는분 모두 너무친절하셔서 기분좋게 먹고올수 있는곳이예오
3,비냉은 먹을만한편찾아가서 먹을정도는 아닌듯
2,가격대비 그닥
2,여기없어졌어요
3, 
5,맛있어요꼭 한 번 가보세요
2,가족다같이 외식갔다 큰 떡갈비를 맛잇게먹고 갈비를 먹는순간 익지않은 빨간고기가다먹으니 떡갈비와 같이나오는 국물이나왔다 맛은 괞찮았지만서비스와 조리상태가 매우매우 불만족
3,가성비 굿
2,수족관이 정말 깨끗하군요
3,가게 이름에서 풍기는 느낌과는 다르게 여기가 부대찌개 맛집이더라구요 부대볶음과 부대찌개중 고민하다 무난하게 부대찌개로 주문했어요 부대찌개 육수도 넉넉하고 무엇보다 안에 들어있는 소시지가 싸구려 소시지가 아니라 탱글탱글하면서 고기 함량이 높은 소시지라 맛있더라구요
3,가게 외관이 깔끔하면서 세련된 느낌이 나는것 부터가 마음에 들었는데 떡갈비도 역대급으로 맛있더라구요 떡갈비는 윤기가 좌르르 흐르는게 모서리 부분이 거뭇거뭇할 정도로 제가 딱 좋아하는 굽기로 잘 구워져서 나왔구요 크기도 꽤 커서 밥 한그릇이랑 다 먹으니 정말 배불렀어요
5,적극 추천합니다
2,활어가 굉장히 싱싱해요
3,자주와야겠어요
3,저렴하게 잘먹고갑니다
2,동네에 있어서 자주갑니다
3,년째 이용하는집변함없이 맛있어요 얼마전에 리모델링 하시던데 주인바뀌는지알고 놀랐는데 그대로하시고 공사만하시는거더라구여 리모델링해서 더 깨끗하고 분위기도좋아요 맛은 원래도 미소야중에 최고구여
5,가지 소세지 재료로 만드는 부대볶음은 나름대로 개성 및 특징은 있다 한 번쯤 먹어 볼만은 하나 깊은 맛이 없다 백종원의 대천왕에 나 올만한 집은 아니다
2,단체회식에 정말 조아여 가격도 저렴하고
3,점심에 먹기 좋음
2,신발 벗고 앉는 곳도 있고 신고 앉는데도 있어서 조은듯
3,소고기 존맛
5,완전 맛있다고 같이간사람들도 칭찬한곳이네요 잘먹고갑니당
3,점심특선 나주곰탕 처넌이면 진짜 쌉니다
5,햄이나 이런게 정말 가득가득 들어있음  찌개만먹어도 배터질듯
3,가격도 적당해서인지 가성비 대비 짱인듯
5,여기 맛있음 친절하게 고기도 구워주고  하트 계란말이 진짜 좋았음  센스  양파를 그렇게 활용할줄이야  콘버터 암튼 버터랑 치즈랑 같이 해서 옥수수  그거 진짜 좋아하는데 양도 많이주고 고기랑 먹으니까 우왕 굿 짱임
3,폭립바비큐 정말 좋았던 것 같다
3,부담없이 가기에 좋죠 
4,직원분도 친절하시고 맛있어서 기분좋게 먹고왔어요  다음에 또 다른사람들 데려와야겠네요
3,사장님도 친절하고 좋아요
3,여긴 평타이상은 쳐주는 맛집 
3,맛도좋고다좋아요한가지흠이있다면 직원아줌마들의 완전불친절이내요 아쉬위요
3,폭립바비큐 깔끔해요
3,버섯쭈꾸미 맘에 들었었음
3,맛있는 편이에용
3,생생 삼겹 추천할만했음
5,여기 파무침 진짜 푸짐하고 입맛을 확 사로 잡는 그런 면이 있어여
5,밑반찬들이 깔끔하고 떡갈비는 식감이 굉장히 좋았음
5,전혀 냉동기가 없는 신선한 특수 부위만을 백탄으로 구워내 고유한 한우구이맛을 살려냈다
4,큼직한 떡갈비 불맛이 느껴지는 달짝지근함이그
4,된장국을 밥에 말아 호로록 시원하게 한사발하면 굳임
4,고기질이 매우 좋아영
5,국물이 있는 불고기가 아닌 숯불에 익혀먹는 불고기라는 점이 신기했어용
4,아쉬운 점은 원인데 공기밥을 기본제공해주지 않아욬
4,불고기는 건식 습식이 있는데 건식 강력추천 어디에서 쉽게 접할 수 있는 맛이 아니에요
5,냉동고기랑 차원이 다릅니다 그냥 먹든 쌈을 싸먹든 살살 녹는 소고기
5,건식과 습식두가지로 나오는 고기를 골라야 하는데 고민됨
4,여기는 한우로 해서 고기의 맛의 깊이가 다른듯해여
4,떡갈비 인분에 원인데 한우인것을 생각해보면 그리 파격적으로 비싼건 아닌듯
4,동두천시에서 년된 역사가 있는 송월관에서 명이서 떡갈비원인 인분 갈비탕원 개에 양장피원으로 완식 두툼하고 다소 굵게 다져진 적당하게 간이 벤 떡갈비가 굿 갈비탕도 뼈와 갈의 볼륨도 굿 좋아좋아
5,그날 들이는 생고기 육질 굳 불고기를 숯불에 익혀먹는 독특한 방법인데 맛이써
4,동두천 맛집이라 평일에도 사람 많아요
5,씹는 맛이 남다른 한우 불고기그
3,좋은거 같아요
4,숯불향이 솔솔나면서 생고기가 야들야들하게 맛있게 익어갔어요
5,가격은 원 후덜덜한 떡갈비지만 이맛을 잊을 수 없더라구요
4,서비스로 나오는 된장국이 기억에 남네용
5,황주불고기는 동두천에서 년 내력을 쌇고 있는 한우 생고기 집이에요 그래서 믿고 먹어요
5,일 끝나고 먹으러 간적있었는데 꿀맛이었어요 
4,년이 넘은 집이라느 점에서 놀랐음
4,다른 반찬은 리필가능 양장피만 안가능아쉽
5,가족과 함께 갔었는데 부모님 찬스로 먹어서 괜찮았던곳 비싸다
4,국물이 깔끔하고 시원하고 고기도 질기지 않고 여기 갈비탕 추천함
5,한우를 사용해서 고기향이 좋더라구용
4,느낌있는 곳이에요
4,떡갈비는 소문대로 맛있다 서울에서는 이정도 떡갈비집 찾기가 쉽진 않을듯 단점은 가격과 직원 서비스
4,인테리어도 멋있고 여기오면 늘 떡갈비랑 모밀국수 주문해요
5,떡갈비 단것 싫어하시는 분들은 너무달다고 느낄 수 있어요
5,황해도 황주식 불고기 전체적으로 음식들이 달달함
3,버섯쭈꾸미 그냥 먹을만 했던거 같구요
5,조금씩 조금씩올려서 먹는 불고기에요
4,사람 많은 시간에 가시면 제대로된 서비스 받기는 힘든것같아영
5,반찬재활용을 하지 않기 위해 반찬의 양이 모두 소량이라는 점이 좋았어요
4,저번에는 갈비탕만 먹어봤었는데 이번에 먹어본 떡갈비도 정말 맛있네용
5,큰이모님과 같이 간곳 평생 먹은 고기중 가장 맛있다고 하심
5,가격도 적당맛도 적당
4,갈비탕도 깔끕하니 괜찮았다
5,맛있어요  부대볶음 원츄
3,훌륭한 편이네요
5,시원한 동치미 한그릇이 에피타이저로 식욕을 돋구게 하는 것 같아요
4,고기를 시키면 된장국 밥 파무침 동치미 김치가 나오는데 김치가 특히나 맛있음
5,밑반찬 구성 괜찮아요
4,흐또먹고 싶네요
4,와 떡갈비 장난없네요
4,수정과를 마지막에 후식으로 한잔 나와요 감동 
5,불고기가 푸짐하고 많이주셔요
4,가격은 서울에 비해서 착한편인듯해요 
4,떡갈비 비싸네요
4,가격은 착하지 않지만 맛은 괜찮았어요
5,달짝지근하고 씹는맛이 괜찮았던곳
3,좋았던거 같다
4,달달하면서 담백한 맛이 었음
5,한우 불고기가 이집에서 가장 유명하더라구
5,사람들이 서비스 별로라고 해서 걱정했는데 괜찮았다
5,뜨끈뜨끈한 갈비탕 비주얼 장난아님
4,밑반찬도 고급지게 나와서 손님모시고 가면 딱이라고 생각했구
3,생생 삼겹 훌륭한 편
4,묵밥처럼 다진 김치를 잔치고기쌈에 넣어먹으면 진짜 
4,명성에 비해 내부는 한산한 편이지만 고기의 맛은 끝내줘요
3,폭립바비큐 아주 맛있었었던 것 같다
3,먹을만한데
3,폭립바비큐 진짜 입맛에 맞아요
5,파절이에 고기싸서 먹으면 캭
5,서산 다녀오는길에 남친이랑 출출해서 고기구워먹으러 고고 신선하더라구요 
4,갈비탕 속에 있는 쫄깃한 갈빗살이 생각나네요
4,떡갈비 나오기까지 대략 여분 정도 기다려야 했는데 기다림도 좋았음
3,만두전골 추천할만한 것 같다
4,고기색이 완전 찐한 빨강인게 인상적이네욬
3,가격대비 괜찮은정도
3,예전에 한번 가본  하우스 오래된 곳이라 요즘 자주가는 패밀리레스토랑과 분위기가 전혀 다르지만 맛은 괜찮았던곳
3,폭립바비큐 아주 맛있었었던 거 같구요
5,불고기 정말 맛있네요 국물없이 숯불에 익혀먹는 불고기가 좀 특이하긴 한데 고기도 엄청 싱싱하고 좋은 고기를 쓰신다는것을 알 수 있었어요 사장님도 친절하시고 좋았습니다
3,폭립바비큐 꽤 괜찮았음
3,또 가고 싶네요
4,사골육수를 사용하고 집에서 만들어먹는거 같은 맛을 내는 곳이죠 오랜 전통만큼 깊은 맛이 나네요
4,평남면옥 메밀로 만들었다는데 크아 계속 땡기네 오늘 또 가야하나
4,떡갈비 하면 포천 송월관이죠 일주일에 번정도 가는데 맛있어용
3,그냥 가볼만합니다
4,좋은 맛이에요
3,그럭저럭 맛있었던 것 같구요
4,가볼만했던거 같네요
4,입안에서 촥촥 감기네요 최고에요
3,돼지고기편육 만족스러운 편
3,한우불고기 대체로 맛있는 편입니다
4,진짜 또 가고 싶다
4,가볼만합니다
3,뜻밖에 맛집 발견
3,먹을만 했던 것 같구요
4,근처에서 약속이 생기면 가장 먼저 떠오르는 집이에요
3,아주 좋았음
3,대체로 좋았다
3,여긴 빼놓을 수 없는 나만의 맛집
3,추천할만햇던 것 같구요
3,오랜만에 오륙하우스 가고싶다
4,호수식당 스릉한다
4,이 맛집 내꼬야
4,호불호가 좀 갈리나봐요 그래도 저는 나름 만족
3,기분좋게 잘 먹고 왔습니다
3,해물스파게티 괜찮군요
4,맛과양은 그런데로괜찮지만 서비스는 전국 최악인 식당 주인이고 종업원이고 네가지를밥말아잡순곳 그냥 밥만먹고 서비스던 머던그외에것은 라는
3,가격대비 괜찮네요
3,오랜만에 다녀왔는데 여전히 최고
3,가끔가다 가는 집 한끼 해결하기엔 괜찮네요
3,여긴 정말 포기할수 없는 맛집이에요
3,그런대로 먹을만했다
3,동네에 있어서 가끔 가요
3,냉면 입맛에 맞는거 같구요
3,해물스파게티 정말 맛있는 거 같아요
