star_score,reviews
5,가족들이랑 주말에 외식할 겸 방문했어요 킹크랩 먹었는데 살도 통실통실하고 꽉 차있어서 맛있어서 배부르게 잘 먹고 왔어용
5,요즘같은 날씨에 탁 트인 하늘을 바라보며 맛있는 음식을 먹는 것 만큼 행복한 일이 또 있을까요 이거야말로 힐링 보양 그 자체 수하담 이름에서처럼 나무 아래 담소를 나누다 편안한 곳입니다 오후 시까지 가능한 브런치 메뉴 푸짐하고 맛있고요 그 외 시간에도 베이커리가 훌륭해 간단한 식사로도 부족함이 없어요 저의 이색 보양식 추천합니다 루프탑 꼭 한 번 올라가보세요
3,정갈하고 심심한 맛 가끔은 이렇게 건강식 먹어주면 좋잖아요 자극적이지 않지만 찬 종류도 다양하고 찰밥과도 잘 어울려 맛있는 한끼가 되었어요 곤드레밥도 많이들 드시던데 저는 연잎밥을 먹었답니다 밥에 연잎향이 가득 베어있고 물대신 주시는 연잎차도 속을 편하게 해주더라구요 된장찌개도 직접 담그신건지 특히 구수했고 샐러드 드레싱부터 하나하나 꼼꼼히 개발하신게 티가 나더라구요 참 플레이팅 그릇도 하나하나 너무 예뻤어요 하나도 같은그릇이 없던게 재밌더라구요 어른들모시구 가도 좋을것 같아요 
1,맛없음 냉면에서 담배 냄새 남 양도 적고 서비스도 불친절
1,직원들 서비스가 후짐 예약전화 했더니 손님한테 따지듯이 얘기함 시시 분 도착 예정이라 했더니 정확히 식사 시작하는 시간 기준으로 시간을 예약하라고 함 도착 시간 얘기하면 알아서 준비하고 세팅하는게 기본 아닌지 뭔 생각으로 예약을 받고 있는지 알수 없고 직원들의 무식함과 교양의 문제라고 생각함
5,워낙 양식을 좋아해서 여기저기 먹으러 다녀요 특히 파스타 마니아입니다 그런데 파스타엔 와인을 곁들이면 더더 맛있는데 와인을 주문하자니 배보다 배꼽이 크고 그리고 알 사람은 다 아는 와인 마진에  콜키지 프리를 찾아 헤매게 되는데요 핫한 판교 한 가운데 콜키지 프리라는 엄청난 혜택을 주는 곳 빈티지 을 방문하곤 만족만족 대만족을 외쳤어요 음식 서비스 위치 모두 굿입니당
5,백현동에 위치한 핵갬성술집 판교 사는 친구가 판교에서 제일 갬성있는 술집이라고 해서 믿고 갔던 곳 콜센동크와 치즈플레이트를 먹었는데 서버들도 매우 친절하시구 맥주 추천을 부탁드리면 사람에 취향에 맞춰서 추천도 해주심 세상 이런 갬성술집은 없음 강추강추강추 친구들과 모임을 가질 때 연인과 데이트를 할 때 안성맞춤인 곳 다시 갈 의향 
5,루프엑스는 판교 갬성 폭발이라고 말씀드릴 수 있어요 진짜 데이트 코스로도 딱이고 친구들끼리 분뒤기 잡으러 오기도 너무 좋더라구요 다양한 맥주가 있고 안주도 퀄리티가 끝내줘요 개인적으로 메뉴 추천드리면 콜센동크랑 치즈 플레이트 조화가 끝내주니 꼭 같이드셔보시길 추천드려요 
1,점 리뷰가 좋아서 오늘 일부러 찾아갔는데 커플세트시켰고 샐러드랑 파스타는 같이 나오고 스테이크가 한참후에 나왔는데 종류중에 육류파친구 고기조금 더 먹으라고 내취향 안심말고 꽃등심 시켰다 근데 미디엄이 아니라 거의 웰던이었고 이렇게 비계많은 스테이크 레스토랑에서 전무후무할듯 친구도 조금 먹다 질겨서 남기고 이럴줄 알았으면 소량이어도 안심을 시킬것을 후회 디저트도 포함이라 시키기전에 내용을 얘기하니 남자직원 말이 처음 시킬때 못 들었느냔다 헐 직원교육 잘못 시켰으면 우선 사과부터 해야하는게 맞을텐데 죄송하다는 말은 한번도 못 들었다 마지막 계산때까지 아무런 잘못없다는 듯 잘가라 식이었다 맛도 제로 서비스는 정도인듯 두번 안 갈거니 말하지 말라는 친구말을 듣기보단 난 그 식당을 위해서 한 말인데 반성의 기미도 없고 다시 주면 되지 식이었다 친구가 그 고기가 그 고기일텐데 뭘 먹냐며 가자고 해서 음료없는 케익만 맛보고 나오는데 계산대까지 기분 나쁘게 만드는 정말 후진 레스토랑이다 스테이크 좋아해서 여러 레스토랑 가봤지만 이 곳은 정말 미개한 곳이라고 단언한다 고기 남긴 사진을 찍어 올걸 지금은 후회할 정도 거의 후기 남기는거나  안하는 사람이라 쓰지않는 편인데 악평을 알리고 싶어 고의로 오늘 겪은 일을 올립니다
1,결론부터 말하자면 절대 가지마세요사장인지 뭔지 진짜 너무 싸가지 없습니다 서비스 진짜 별로라는 리뷰들 망고플레이트나 식신이나 몇개 있었는데요 인테리어 분위기 좋아보여서 다녀왔는데 역시나였어요 가격대가 그런 이유는 그냥 인테리어때문인거같고요 금수저라 부모님 돈으로 가게내고 벌어먹는거같은데 진짜 서비스최악입니다 기분만 더럽고 음식은 맛있지도않고  노키즈존이라고 되어있을때부터 알아봐야했음  직원들 교육시키기 전에 사장 정신머리부터 교육받아야할거같네요
5,맛은 있는데 더운날는 조심하셔야함 주말장사때 정전이 되었는데 에어컨도 꺼지고 불도 다 꺼진상태에서 아무런조치없이 음식만 내놓고 돈은 다받네요 정말 어메이징
4,두번째 방문인데 음식양도 많고 치즈를 그때그때 갈아 올려주시니 신선하고 좋아요 피자 파스타 샐러드 종류별도 다 맛도 좋고 만족스러웠습니다 세트로 먹었는데 디저트로 나오는 티라미슈가 크림과 빵 비율이  정도 되게 나와서 약간 실망스러웠지만 저희가 운이 없었던것같네요 편안한 분위기에 맛있는 식사 커플 가족 모두 모두 추천해요
5,맛있는 와규와 맛있는 소스
5,붓처스컷 아비뉴프랑 판교맛집 푸드테크 스테이크 맛집 음식도 굿 식신앱 추천맛집 스타 레스토랑 맛집 맛집앱 맛집어플 맛집탐방 맛집추천 맛스타그램 먹스타그램 오늘머먹지    식신  서울맛집 핫플 핫플레이스 인생맛집 수요미식회
1,저희 보다 늦게 주문한 사람이 다 먹을때 까지 음식은 안나오고 종업원을 불러 세워서 얘기하려니깐 얼굴도 안마주치고 네 이러고 가버리고 고추잡채 원이나 하면서 음식나온거보니 빵조각에 덜다만한 양 야채가 싱싱해보인것도 고기가 좋은것 같지도 않는데 왜이렇게 비싸게 받을까요 오래 기다린 만큼 기대가 있었는데 양도 조금이고 맛도 그다지 짜장면도 시켜서 짜장면은요 바로 들릴게요 하면서 던지듯이 두고 가시고 맛도 맹맹하고 하 진짜 화나네요 점심시간 시간을 밥기다리는라 다썼네요 종업원은 불친절 불러도 대답도없고 서비스도 엉망 맛도 별로 다신 안가요
1,며칠 전 있었던 일  입장해서 깐풍기 짜장면 시킴  깐풍기만 나오고 짜장면이 분째 안나옴  주문이 안들어간 것을 확인 사장님이 주문 넣어서 먹음  다음번에 왔을 때 서비스 해준다고 함 현재 가격을 깎아주는 것도 아니고 오늘 있었던 일  오늘 방문함  지난번에 분 동안 안 나왔으니 서비스 해준다고 하셨으니 서비스 달라고 함  사장이 알았다고 함  서비스 기다려도 안줌 계속 눈치 줬음  계산할 때 말하니 까먹은 척 하며 다음에 서비스 해준다고 말함 그런데 물어볼 때 안까먹은거 까먹은 척 하는거 티났음 사장님이 인성이 매우 안좋습니다 기분만 나빠지네요 가지 마세요
5,정선한우 판교맛집 운중동맛집 분당맛집 안창살 과 소고기가 좋은 고기집 가격이 착하고 고기질이 좋은곳 근단위로 판매 추천맛집 레스토랑 맛집 맛집앱 맛집어플 맛집탐방 맛집추천 맛스타그램 먹스타그램 오늘머먹지    식신  서울맛집 핫플 핫플레이스 인생맛집
4,판교에 숨어 있는 피자맛집  일단 이름처럼 진짜 큰 피자가 나와요  가격대는 조금 있지만 비주얼도 맛도 괜찮은집 근데 서비스는 조금 아쉬운편 서비스까지 좋았으면 백점짜리 집
3,여기 영업시간 시 오픈으로 바꼈습니다 참고하세요
4,롤링핀 경기판교점 식빵전문점으로 유명한 롤링핀 방문  일단 다양한 식빵이 있는 롤링핀 가격은 비싸지만 퀄리티와 맛은 만족스러운 집 정말 다양한 식빵이 있어서 재밌습니다
5,판교역 바로 앞에 위치하고 있어서 접근성 최고 소개팅의 성지라 밥을 먹으면서 소개팅을 실황으로 볼 수가 있음 콥샐러드가 시그니처여서 기대를 많이 했는데 기대를 많이 해도 됨 진짜 맛있음 적당히 건강한 맛에 적당히 자극적인 맛 샹그리아도 괜찮았고 다른 메뉴들도 맛있었다 다시 재방문할 의사 
5,피자도우도 맛있고 리조또도 깊은맛이었어요 피자도우도 씬한데 쫄깃하고 끝은 바삭해서 부담없어 좋았어요 샐러드는 둘이 먹기 많을정도로 양이 많아요 분위기 좋아요 
4,수제 베이컨과 두툼한 패티는 상당하다 고기 기름맛 제대로 느낄 수 있게 허나 빵이 좀 더 부드러웠으면 좋겠고 야채들과 구운 양파의 풍미가 좀 더 잘 어울렸으먄 좋겠다 감자튀김도 괜찮은 편 그래도 전체적으로 괜찮은 조화의 수제버거다 맘먹고 먹으면 손으로 들고 먹을 수도 있을 듯
5,사랑합니다 어쩜 이리 맛있죠
5,이번에 시아버님 생신때 가족외식장소로 다녀왔는데 시부모님이 너무 좋아하시더라구요 요리도 깔끔하고 대게가 큼직해서 양껏 먹을 수 있어서 좋았어요  가족외식장소로 크래버대게나라 판교점 추천해요
2,미국식 중국요리가 어떤 말인지 여기 가보고 난 다음 알았음 괜찮아요
3,중국요린데 여태껏 먹었던 것과는 좀 다른 맛이에요
5,맛있어요 원래 해산물 못먹어서 끌려가듯이 간곳이었는데 장어롤이 너무너무 맛있었어요 가격도 저렴했구 매장도 깔끔했어요 장어롤 포장해서 친구들 주면 엄청 잘먹더라구요 자주 방문하겠습니다
1,냉동 케익이 나왔는데 냉동고 냄새가 꽤나 남 도저히 못 먹겠어서 한입먹고 돌려드렸더니 반대편을 드셔보시고는 냉동이라 어쩔 수 없다며 먹으신걸 그대로 다시 돌려줌 충격을 금치 못함핸드드립도 이정도 못하면 커피집도 아님 솔직하게 근처의 커피스톤이 여기보다 조금 더 잘한다 주민으로써 근처 카페 수준이 이렇다는 것이 슬픔
3,회식으로 갔는데 맛도 다 괜찮고 새로워서 좋았어요
1,불고기는 주문하지 마세요 냉면은 정자역 평가옥 보다 비싸고 맛은 떨어집니다 불고기는 양재 사리원보다 비싸고 맛은 한참 떨어집니다 불고기는 최소 인분 주문해야하는데 돈아까워 억지로 먹었습니다 먹고나서 밀려오는 후회스러움이란 평가옥으로 가세요
5,그냥 빕스 무난할때 가지만 역시 고기도 그렇게 좋은 질은 아니다 가끔 스테이크가 먹고 싶지만 멀리 가고 싶지 않을때 혹은 그냥 떡히 먹으러 갈때가 없을때 할인중일때 들리는 편이다 원짜리 스테이크가 원이길래 방문했다
5,주말에 인가족으로 다녀와서 간만에 제대로된 코스요리와 맛있는 대게랍스타찜요리 먹었네요 이렇게좋은 음식점 자주자주오고싶네요
3,원조 손두부집 맛있다
3,잘 먹었습니다
3,청계산 하산하고 갈만하던데
3,두부가 고소해요
5,가도 가도 너무 좋은 곳 너무 이쁘고 맛있어서 갈 기회가 되면 틈만나면 가고 싶은 곳 크래버대게나라 판교점이에요
3,고기 구워서 먹고 볶음밥 해서 먹었는데 그냥 그래요맛도 그저그렇고서비스도 그저 그렇고 볶음밥은 솔직히 맛없어서 남겼어요
4,뒤뚱뒤뚱 오리가 너무 기엽구 경치도 넘 좋아요 다만 자차 이용 안하시면 가기가 조금 힘들것같네요 음료 맛도 굿 테이블 앉을때 번호 들고 가야한다는게 불편해요
1,바퀴벌레가 나왔어요지금 먹고 나왔는데 바퀴벌레밖에 생각이 안나네요식당에서 탁자부터 의자까지 바퀴벌레가 돌아다니는 걸 처음봤네요말씀드렸더니 도망갔다며 그냥 앉아서 드셔두 된다고 하시더라구요 대응에서 두 번째 충격받았네요치킨맛은 괜찮았지만 여러 면에서 두 번째 방문은 없을 것 같네요
3,그럭저럭
2,저렴한 가격에  만족할만한 초밥집이 생겨서 넘 행벅 
3,점심메뉴로 좋슴당 깔끔무난
5,여기서 먹은 메뉴는 연어덮밥인데 다른 메뉴 필요없이 연어닾밥만 계속 먹어도 먹어도 끝내줍니다 연어는 재료가 떨어질 때마다 신선한 연어를 골라오시는지 아주 신선하고요 정말 맛과 신선도에 대한 사장님의 철학과 고집 때문이 것 같더라고요 가게를 한 번 옮기신거 같은데도 그 전에 손님이었던 분이 오시는 것이 그 증거고요 다른 덮밥도 꼭 시도해보고 싶어요
5,판교역 번 출구에서 아주 가까웟 접근성이 좋구요 여기는 맥주 기반 맛집이라 기본적으로 다 맥주와 잘 어울리는 안주에요 특히 콥샐러드는 여기 대표 메뉴에요 그 뿐만 아니라 햄버거 학센 등 다양한 맥주 페어링 음식이 많아요 맥주 탭리스트는 브루클린 맥주 레드락 얼드 라스푸틴 등이 있고 병으로도 블루문 등 다양한 맥주가 있어요
2,깔끔했어요
3,가격이 싸진 않은데 맛있고 양도 많아서 괜찮은거 같아요
5,여름엔 숯 열기 때문에 덥긴 하지만 그만큼 숯이 좋아서 장어가 먹기 좋게 잘 구워집니다 장어도 직접 구워주시는데 굵은 소금간이 적절하고 굽는 정도가 완벽하네요 쫄깃한 식감을 원하시는 분은 직원분이 드시라고 할 때 바로 드시면 되고 바삭한 겉식감을 원하시는 분은 분분 뒤 드시면 딱입니다 예약하시면 직접 담근 복분자주도 준비해주시고 게다가 남은 건 해주는 서비스까지
2,아이스초코 짱이에염
5,기념일에 갔었는데 저녁에 분위기 진짜 좋네요 조용하고 차분하고 직원들도 친절해요 단 무조건 예약을 하고 가야하고 코스 메인메뉴 안심으로 주문해서 인스테이크 했습니다 맥주 같이 마셔주면 안성맞춤 커플들이 많아서 친구보다는 커플끼리 가시는 걸 추천해용 매장은 생각보다 그리 크진 않음 맛은 있네요
3,메뉴도 많고 매장내 분위기도 좋고 가격은 좀 있지만 만족스런 쌀국수집
3,입맛 땡기는 맛입니다
2,회가 두툼하고 길쭉해서 좋아요
2,회사에서 초밥 도시락 단체주문해 먹었는데 상당히 두툼하고 길더라고요 재료 질도 훌륭하고 다음에 또 먹으러 가야겠어요
3,카페에서 파는 기본메뉴들은 다 있네요 커피랑 쥬스 스무디 에이드 다양해서 저처럼 커피 안마시는 사람도 가기 좋음
3,근처 회사원들이 부담없이 가는 곳
4,콥샐러드 샐러드라고 해서 건강한 맛일줄 알았는데 완전 맛있는 샐러드 살 찌는 샐러드맛인데 짱 맛있어요 치지치지 버거 치즈 듬뿍에 패티도 두껍고 같이주는 감튀도 맛있어용
1,정말 별로네요 평가옥은 괜찮았는데 여긴 두번 다시 안감
3,깔끔한거 같아요
5,대게나라 판교점 정말 최고의 식사시간을 안겨 주었네요 대게요리 짱 맛있고 스카이뷰가 넘 이뻐요 분위기 짱 맛 짱
5,너무 맛있게 잘 먹고 왔습니다 층 스카이라운지라 야경도 넘 멋스럽고 인테리어도 고급져요 코스요리로 다양한 요리를 먹을 수 있어 좋고 요리 맛도 완전 굿 모임장소 회식장소 외식장소 데이트장소로도 넘 좋을 것 같아요
3,맥주 한 잔 땡길 때 찾는 판교 라디오베이  훌륭했었음
4,장어가 마치 통삼겹마냥 두툽한것이 맛나네요 다만 찬들은 전체 비추 하다못해 생강도 오래된듯 하네요  근데 시래국은 맛나서 몇번을 퍼다가 먹었네요 
1,후기보고 갔다가 넘 놀랐어요 아이 먹으라고 시킨 파인애플 볶음밥 다 타고 계란 후라이는 검정색 컴플레인 했더니 알바 여자 째려보며 따지듯 원래 웍에다 한건 그렇다고 아무도 컴플레인 한적 없다며 그릇 치워가더니 돈 다 받더군요 아모이나 한남동 쌀국수저 가서 볶음밥 한번 먹어보세요  주방장님
3,양식을 그리 즐겨먹는 편은 아니지만 맛에 완전 매료훌륭했다
3,수조에 활랍스타가 들어있고 조리할 랍스타를 직접 보여주세요
3,만족했습니다 가격도 적당하니 맛있고 분위기도 좋아요
5,다른 메뉴는 크게 기대하지 않아도 좋으나 등심버섯 리조또 만큼은 정말 내 인생 최고의 리조또 오직 그 하나로 점을 줌 블루밍 가든 다른 지점을 가도 맛 볼 수 없음 오직 성남에서만 가능함
2,셰프님이 바로 앞에서 즉석에서 요리해 주세요 
5,아주 괜찮았어요 추천합니다
3,낮에는 브런치 먹으로 오는 손님이 많아요
3,매장 채광도 좋고 분위기가 좋아요
3,중간중간 불쇼를 보는 재미  테라스에서 후식까지 즐길수 있음
3, 느낌이 좀 나지만 낮시간에는가족들도 식사를 하러 많이오는거 같아요 이곳 라디오베이는 콥샐러드가유명하다고 하더라구요훌륭했던 편이에요
3,기막히게 맛있는 스테이크 맛집
1,혼자가면 원래 가격에서 원 더내야합니다 이상한 곳
1,별로입니다 장점 하나가 저수지보이는건데 창문이 더러워서 보이지도 않고 오는 사람들 개념은 밥말아먹은듯이 시끄럽고 그냥 놀자판이에요 분위기와는 거리가 있음
4,혼자가도 어색하지 않은 분위기 좋아요 냉면도 맛있고요
3,너무 맛있었어요
3,분위기도 좋궁 맥주도 맛나는추천할만햇던 것 같다
2,만족스러운 편이네요 봄베이브로이 정통 인도의 고급스러운 맛
2,채소 랍스타 고기 순으로 구워주세요 완전 멋짐
3,스프랑 식전빵 나오고 스테이크 너무 잘구워져 나왔어요
2,스테이크 커플세트나 패밀리 세트 있음
3,궁내동 톨게이트 금방에 판교에서 수지가는 길가에 잇어요 간판이 크지 않아서 금방 지나칠 수 있습니다 스시가 가격대비 추천할만한 편이에요
3,오붓하게 술한잔 하기에 딱 좋네요 좁은 공간이 술마시기 좋은 곳입니다
2,술집이라고 하기엔 카페같은 분위기도 나고훌륭했었음
3,또 갈거에요
5,기대이상이라 만족스러웠어요
5,이북음식 안 좋아하면 모두 심심할거예요 그러나 저는 비밈냉면 빼고는 다 맛있네요 순대시킬일은 없고
5,가족끼리 가기에 가성비 맛 최고같네요
3,맛은최고 서비스노답
3,좌석이 몇개 안되서 금방 자리가 찹니다 자리잇으면 먹고 없으면 다른데 가서 먹어야 합니다 그래도 먹을만 합니다
3,좋군요 김초모듬피스 피스 생초모듬피스 피스이 인기가 많습니다
3,힐튼호텔 출신 조리장이 운영하는   전문 스시집으로 가격대비 만족스러웠어요
3,맥주 종류는 다양하지 않지만 안주가 맘에 들어서 굿
3,아메리칸 다이닝펍으로 유명한데 한 번 가보고 싶었던 곳 만족스러울만한 것 같아요
3,구스 아일랜드 크래프트 맥주 즐기고 왔어요맛있을것 같아요
1,아침시에 해장국 먹으러 갔다가 그때까지 삼겹살 궈먹는 사람들 땜에 옷에 냄새베고 내기준으로 해장국은 양과 맛도 별로고 일부러 찾을 맛집은 아닌듯
3,의외로 남성분들끼리 오신 팀이 굉장히 많았는데 맘에 들었던거 같아요
3,좋았어요  맥주와 함꼐 먹으니 더욱 맛나요
3,정말 넘나 맛있던 그곳 만족스러울만한 것 같아요
3,호가든 로제 첨 시켜봤어요꺄 색부터 이쁘넹달달하니 넘 맛있어요좋은 편이에요
3,싹쓸이  분위기 음식맛 가격대 구성 전부 맘에 들었던  마음에 듭니다
2,예전에 생생정보통에 나왔었죠그때 티비보면서 꼭 가봐야지 했는데드디어 오늘 와보게 되었네요
3,갈만했었어요다음에 또 방문할 의사  입니다
3,아롱사태와 꼬리를 특제소르로 맛을 낸매콤매콤 자꾸자꾸 손이 가는판교 맛집의 대표메뉴 꼬리찜
3,추천할만해요 엄청 큰 장어가 담백함은 아쉬웠어요
3,여기 스테이크를 참 제대로 하는 곳
2,또 가고 싶은 편이네요
3,중독성 있는 매운꼬리찜에고기는 또 얼마나 부드러운지 
4,자주갑니다
2,맛있게먹었지만 정말 소화않되서 고생고새 같이간 세사람모두
1,지저분함의 극치 음식에는파리머리카락칸막이에는 거미줄
3,가격대비 괜찮고 맛도 있다
2,마음에 듭니다
3,또 가고 싶네요 
3,좋았었음 인테리어도 정말 인도인도식이더라구요
3,맵지만 매력돋는 맛에 폭풍 젓가락질      판교맛집 더부자꼬리 경기도에서 가장 깍두기 맛있는 집
3,또 갈 수 있을 것 같아요 전국 대 장어구이집 중 하나라고 해요 어마어마한 곳이였어
5,맛있는 회집
3,또 가고 싶은거 같아요 반포식스 판교역 점은 판교 코트야트 메리어트 호텔 건물 안에 있어요 절대 못찾을 수가 없다능
3,요즘같은 날씨에는 국물이 있는 음식들이 많이 생각나쥬 쌀쌀할땐 쌀국수 먹고 왔습니당
3,소문대로 정말 맛있었어요  기본반찬은 첨에만 세팅해주고 나머지 모자라는 반찬은 모두 셀프입니다
4,이곳으로 이사오고 자주 가는 곳입니다 첨엔 그냥 설렁탕만 먹었습니다  어느순간 알았는데 주 종목은 삼겹살김치입니다 가격도 과하고 그리 깔끔하지도 않은데 왜 사람들이 이리 많을까 라고 생각했습니다 하지만 한두번 먹다보니 그맛에 중독된 나를 발견합니다 일단 차로 삼겹먹고 마무리로 볶음밥을 먹는게 그 식당의 정석입니다  아이도 첨엔 설렁탕만 먹었는데 지금은 삼겹먹으러 가자고 먼저 말합니다 참 삼겹을 시키면 선지해장국은 기본으로 나옵니다
5,분위기가 너무 좋은 곳으로 백현동에 위치한 맥주 전문 펍입니다
3,판교역에 갔다가 쌀국수가 생각이 나서 반포식스로 갔습니다 판교역 번 출구로 나와 길 건너 직진하면 메리어트호텔 층에 있어요
3,별개는 아닌듯  물론 제입맛입니다 좀 텁텁하네요
3,갔더니 드라마에서 종종 봤던 곳이었어요 맛은 제 친구는 딱 먹더니 별로라고 했는데 저는 괜찮았어요 계산하고 나니 가격은 별로안든데에 비해 배부르게 먹었던거 같아요 근데 사람이 많아서 원하는 자리를 못 앉았던게 아쉬운 정도
3,파스타 필라프 양도 푸짐하고  맘에 든거 같아요
2,판교에 있는 유일한 평양냉면 집 평가옥에서 물냉면 아닌 소고기 온반 먹었어요 큼지막한 만두 발견 기쁨 육전이 들어가 있는 온반 맛있는 소고기들도 깨알같이 입맛에 맞았던 편이네요
2,살도 은근 많이 붙어있고쫄깃쫄깃 부드러웠어요판교맛집  부자꼬리에서는치즈퐁듀도 있답니다 맘에 든 것 같아요
3,뉴욕 스타일의 쌀국수집이에요 나무와 블랙 느낌으로 깔끔하더라고요
3,어복쟁반 만두전골 평양냉면 등등 의 메뉴가 있음 저희는 접시만두와 녹두지짐 물 평양냉면 비빔 평양냉면 시켰어요  맛있었고요
1,전화해서 명예약해달라고하고 당일에감갓더니 단체예약 명받으려고 우리보고 예약한적이없다고함자리가 없으니까 우리쪽에 통화기록까지있음 끝까지 전화받은적없다고 잡아땜  명은손님아님 갑질오지신듯
3,만족할만한 편입니다 따뜻하게 풍겨오는 밥 익는 내음정갈하게 담긴 정성스러운 우리 음식오롯이 뿜어내는 제철 음식의 영양까지
3,직접 두드려 만들어 낸다그 하는데 여기에다 이탈리아 남부의 모짜렐라 치즈를 가득 채워 넣었더라그여 쭉쭉늘어나는 치즈가 대박
2,내가 좋아하는 것들로 가득 
2,돈까스랑 함박 스테이크가 맛있다고 친구가 이건 꼭 먹어야 한다며 노래노래를 부르던 곳  입맛에 맞는거 같다
1,형편없는 서비스 별 하나도 아까운 최악의 집 두번 다시 가면 안 될 집
2,미리 초벌 튀겨 놓는 곳과 달리 즉석에서 튀겨서 닭이 마르지 않고 촉촉 겉은 파삭파삭 진짜 맛나용
2,그윽하게 자리잡은 찻집을 찾아 들어갔다 가볼만합니다
3,밖에서도 매장이 보이는 깔끔한 스타일의 식당이에용 가끔 여기를 지나갈때마다 월남쌈을 싸서 먹는 사람들을 보며 군침을 흘리며 지나가곤했는데만족스러워요
3,또 갈려고요 예약제라 미리예약하고 고고
3,추천할만했던거 같다 제료도 직접 재배해서 사용할 수 있는것들은 직접 길러서 사용하신다고 합니당
2,돈까스로 유명한 판교 매일식당 주말 브런치 먹고왔어요  좋은 맛이었던 것 같네요
2,약속 잡을때 뭘 먹을지 그닥 고민이 없었는데 요 근래 맨날 가는집
3,카페 앞에 자리 잡은 운중저수지가 만족스러웠음 창가에서 바로보는 저수지 풍경이 무척 좋음
3,두번째로 갔다가 첫번째 방문과 너무도 달라진 맛에 실망했으나 판교점 들를일이 있어서 혹시나 하는 기대로 가봤다 좋다
3,전통찻집 하면 나이 지긋하신 어르신들만 간다는 인식이 강한데갈만했었음
3,판교에는 여러 치킨집이 있지만 그중 정말 맛있다
1,종업원 완전 자기 기분 나쁘면 툴툴거리고 불러도 못들은 척 쳐다도 안 보고 완전 불친절한 식당
2,먹을만한 것 같다 요즘 인기많다는 메뉴는 다 갖다 놓은듯
1,여기 종업원들 완전 싸가지 없습니다 세명이 가서 인분 시키고 인분 포장해달라 햇더니 어이없다는 듯이 피식 웃더군요 자기 기분 안 좋으면 손님 완전 무시하는데 입니다
5,여수 본고장 맛에 견주어도 결코 떨어지지 않네요 그리고 모두 친절해서 좋은 기억이었습니다
2,요즘 핫플레이스로 뜨고 있는 판교 라스트리트 안에 있는 맛집
4,기분좋게 잘 먹고 왔습니다
4,  
4,만족스러웠습니다
4,만족스러웠습니다
2,연인밥상을 얼핏보고 연잎밥상인줄 알고 시키려다급주저주저 밥보다후식들을 더 먹고 싶었어요
3,좋았구요 명식당 폰트가 참 다시봐도 마음에 들어요 메뉴판도 심플
3,또 갈려고요 유자차를 주문했더니 한과가 같이나와서 심미하지 않게 먹음
3,판교 매일식당 맛집 도장 쾅쾅쾅
4,좋습니다
4,오믈렛 맛있어요 또 갈래요
2,점심때갔는데 로제 피자 로 먹었어요 로제는 여느로제같지않고 거의 토마토맛밖에 안나서 실망했고 피자는 반쪽끝부분이 다 탔었어요 피자끝부분 좋아하는데 너무 아쉬웠죠 피자는 맛은 있었어요 컴플걸기 귀찮아서 안걸었었는데 이걸보신다면보완좀해주세요
4,훌륭하고말고요 나름 번째방문입니다 
2,가볼만했던 것 같다 분위기와 맛 괜찮았던 곳
5,만족스러운 짬뽕 맛집입니다
3,점심때는 웨이팅 시간이 너무너무너무 길다
3,개인적으로는 이정도 가격대에서는 평범한 수준이라는 느낌이네여
2,판교는 계획적으로 어느날 짜잔하고 만들어진 동네라 맛집이 없어요 근데 여긴 진짜 레알
3,예쁜 건물들로 가득한 서판교 운중동거리에서 철판 코스요리를 맛볼 수 있는 곳
3,판교에서 저녁먹을 일이 많았는데 그럴 때 마다 갔던거 같아요 치킨을 좋아하기도 하지만 맛있거등요
3,돈가스 먹으러 다녀왔어요 지나가다가도 뒤돌아보게 생겼죵 엄청 돋보이게 생겼슴
3,철판요리를 참 좋아해요 신선한 재료를 바로 내 눈 앞에서 맛있게 조리해 주시는 모습이 참 좋아보이고 왠지 더 정성가득한 요리를 먹는 느낌이 좋아서요
3,며칠전 사무실 동료가 죽전에 볼일이 있어 같이 갔다가 식신에서 근처 맛집 검색하여 찾아갔습니다 일단 가격 정보가 틀리네요 떡갈비 원 입니다 맛은 좀 퍽퍽했습니다 육즙이 거의 없다시피 했구요 동료가 얼마전 담양에 가서 떡갈비 먹고 와서 비교가 되었는데 담양에 비하면 못하다고 하네요 제 입에도 그렇구요 계산시 떡갈비 맛이 퍽퍽하다고 하니 다음에는 돼지 떡갈비를 추천해서 그다지 다시 올 마음은 없네요 아 그러셨냐 다음에 오면 제대로 해 주겠다 이런 답이 나올줄 알았는데 암튼 두번 가서 먹지는 않을거 같네요
2,맛있는 밥이 맘에 드는정갈하고 건강한 밥집이더라구요 좋았었어요
2,파스타랑 필라프 간단히 먹고 왔어요  입맛에 맞았어요
2,한국에서 외국의 느낌을 느낄수 있는 멋진 펍
2,한식집 불타는 검색으로알아낸  다정하게 즐기는 세트 메뉴갈만했다
5,   
3,가격은 좀 있지만 맥주의 종류와 사장님 서비스마인드에 만족합니다
5,방문하자마자 까페에서 세련된 인상을 받아서 왠지 커피도 맛있을 것 같더라구요 유명한 메뉴로는 아이리쉬커피와 캔디팝라떼가 있다네요 저는 테이크아웃으로 젤 기본인 아메리카노를 마셨는데요 역시 다른 곳이랑은 조금 다르게 다크한 맛이 강하면서 상큼한 맛이 나서 좋더라구요
